Four directions input

north  south    east   west
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	430	450	450
450	430	450	450
450	420	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450
450	450	450	450

